,city,latitude,longitude,max_temp,humidity,cloud_cover,wind_speed,country,date
483,Kabinda,-5.549999999956796,24.84999999981369,67.08,89.0,87.0,1.5,CD,2021-04-24 01:54:53
484,Fortuna,34.310000000063596,-138.40000000003783,53.01,93.0,1.0,8.05,US,2021-04-24 02:01:06
485,Diamantino,-13.21999999996072,-54.310000000114314,78.31,69.0,100.0,2.77,BR,2021-04-24 02:01:07
486,Rudnyy,44.210000000068646,134.49999999971396,44.6,45.0,0.0,11.18,KZ,2021-04-24 02:01:07
487,Kadyy,57.770000000075584,43.139999999797055,41.67,91.0,26.0,5.91,RU,2021-04-24 02:01:07
488,Oistins,11.930000000052146,-58.950000000110094,80.6,61.0,40.0,14.97,BB,2021-04-24 02:01:08
489,Tsiroanomandidy,-18.51999999996343,45.329999999795064,61.38,94.0,87.0,3.04,MG,2021-04-24 02:01:08
490,Nenjiang,48.83000000007104,125.5599999997221,49.1,20.0,0.0,12.12,CN,2021-04-24 01:55:20
491,Maragogi,-12.33999999996027,-29.590000000136797,78.01,81.0,24.0,7.27,BR,2021-04-24 01:52:26
492,Yenotayevka,46.840000000070006,46.779999999793745,50.88,76.0,100.0,9.93,RU,2021-04-24 02:01:09
493,Pinega,65.2000000000794,42.6499999997975,44.76,86.0,100.0,9.17,RU,2021-04-24 01:52:44
494,Emba,47.35000000007028,59.67999999978201,49.95,43.0,97.0,12.91,KZ,2021-04-24 01:55:07
495,Wanning,17.600000000055047,114.01999999973259,83.46,70.0,7.0,11.7,CN,2021-04-24 02:01:10
496,Cody,44.350000000068746,-108.88000000006468,39.99,69.0,90.0,3.44,US,2021-04-24 01:59:44
497,Puerto madryn,-41.94999999997542,-64.73000000010484,55.31,61.0,0.0,14.85,AR,2021-04-24 01:58:05
498,Atar,22.51000000005756,-13.04000000015185,77.5,15.0,0.0,6.6,MR,2021-04-24 02:01:11
499,Samarai,-10.379999999959267,154.00999999969622,84.54,72.0,48.0,9.71,PG,2021-04-24 02:01:11
